Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Ctub_58D11_acrpm.spades.pilon.fasta_genome,Ctub_DM01A02_acrpe.spades.pilon.fasta_genome,Ctub_DM01A08_acvsp.spades.pilon.fasta_genome,Ctub_DM01E11_acrpd.spades.pilon.fasta_genome,Ctub_DM06H05_acvsn.spades.pilon.fasta_genome,Ctub_DM12B01_acvst.spades.pilon.fasta_genome,Ctub_DM18A08_acvth.spades.pilon.fasta_genome,Ctub_DM18C03_acvti.spades.pilon.fasta_genome,Ctub_DM21B10_acrox.spades.pilon.fasta_genome,Ctub_DM21C09_acvtj.spades.pilon.fasta_genome,Ctub_DM21C11_acrow.spades.pilon.fasta_genome,Ctub_DM24D01_acvsz.spades.pilon.fasta_genome,Ctub_DM28E02_acrpb.spades.pilon.fasta_genome,Ctub_DM31F07_acvta.spades.pilon.fasta_genome,Ctub_DM31F11_acvtb.spades.pilon.fasta_genome,Ctub_DM31G10_acvtk.spades.pilon.fasta_genome,Ctub_DM32D06_acrpp.spades.pilon.fasta_genome,Ctub_DM32E08_acrpq.spades.pilon.fasta_genome,Ctub_DM33A08_acvtm.spades.pilon.fasta_genome,Ctub_DM33G03_acvtd.spades.pilon.fasta_genome,Ctub_DM41C07_acvtl.spades.pilon.fasta_genome,Ctub_DM41D05_acvtg.spades.pilon.fasta_genome,GCF_000159115.1_ASM15911v1_genomic.fna_genome,GCF_000175635.1_ASM17563v1_genomic.fna_genome,GCF_016127015.1_ASM1612701v1_genomic.fna_genome,GCF_016613425.1_ASM1661342v1_genomic.fna_genome,GCF_016728365.1_ASM1672836v1_genomic.fna_genome,GCF_016894265.1_ASM1689426v1_genomic.fna_genome,duplicate_Ctub_DM24A09_acroz.spades.pilon.fasta_genome
group_78,,peroxiredoxin,29,29,1.0,1,101,,,,594,690,597.3103448275862,MNDJGCBO_00237,BAEMFPOL_01077,IFBJDBIC_00262,IHDAGAJE_00213,JLHCMBLP_00189,AGJPCOND_02152,GAGKCNGK_00089,HPNOPOKD_00749,MPMPHDIC_00145,COKKGDBG_00251,OFMFJDLO_00106,EPECPEML_00643,BCPKOOPG_01819,MHAMJDNJ_00782,MHMDHDMK_00082,GOOOCOCF_00093,DOCAKEAD_00271,DFDDJIAG_00629,BIHKHIPM_00160,IDHDBNGA_00680,FABEFEHK_00055,LBJDDPHL_00257,KHKEEPKC_01261,KOIPOHFF_00719,BENEEMDG_01130,AKMLPEBN_01688,OPLPGAAK_00078,FIBDHPGH_01467,JFPKKDNC_00121
group_77,,shikimate kinase,29,29,1.0,1,100,,,,537,537,537.0,MNDJGCBO_00320,BAEMFPOL_01156,IFBJDBIC_00170,IHDAGAJE_00839,JLHCMBLP_00273,AGJPCOND_01007,GAGKCNGK_00003,HPNOPOKD_00832,MPMPHDIC_00059,COKKGDBG_00166,OFMFJDLO_00192,EPECPEML_01303,BCPKOOPG_00852,MHAMJDNJ_00875,MHMDHDMK_00177,GOOOCOCF_00005,DOCAKEAD_00507,DFDDJIAG_01422,BIHKHIPM_00076,IDHDBNGA_00596,FABEFEHK_00139,LBJDDPHL_00342,KHKEEPKC_01344,KOIPOHFF_00636,BENEEMDG_01046,AKMLPEBN_01911,OPLPGAAK_02360,FIBDHPGH_01579,JFPKKDNC_00225
aroB,aroB,3-dehydroquinate synthase,29,29,1.0,1,99,,,,1071,1071,1071.0,MNDJGCBO_00321,BAEMFPOL_01155,IFBJDBIC_00169,IHDAGAJE_00838,JLHCMBLP_00274,AGJPCOND_01008,GAGKCNGK_00002,HPNOPOKD_00833,MPMPHDIC_00058,COKKGDBG_00165,OFMFJDLO_00193,EPECPEML_01304,BCPKOOPG_00851,MHAMJDNJ_00876,MHMDHDMK_00178,GOOOCOCF_00004,DOCAKEAD_00506,DFDDJIAG_01421,BIHKHIPM_00075,IDHDBNGA_00595,FABEFEHK_00140,LBJDDPHL_00343,KHKEEPKC_01345,KOIPOHFF_00635,BENEEMDG_01045,AKMLPEBN_01910,OPLPGAAK_02359,FIBDHPGH_01580,JFPKKDNC_00226
group_74,,glutamyl-tRNA reductase,29,29,1.0,1,94,,,,1335,1335,1335.0,MNDJGCBO_02162,BAEMFPOL_02163,IFBJDBIC_00844,IHDAGAJE_01305,JLHCMBLP_01464,AGJPCOND_02035,GAGKCNGK_01949,HPNOPOKD_00901,MPMPHDIC_00627,COKKGDBG_00745,OFMFJDLO_01490,EPECPEML_01938,BCPKOOPG_02131,MHAMJDNJ_01933,MHMDHDMK_02095,GOOOCOCF_01712,DOCAKEAD_01935,DFDDJIAG_02073,BIHKHIPM_00901,IDHDBNGA_02046,FABEFEHK_02044,LBJDDPHL_02144,KHKEEPKC_01887,KOIPOHFF_01802,BENEEMDG_00041,AKMLPEBN_00372,OPLPGAAK_01358,FIBDHPGH_00258,JFPKKDNC_00974
group_73,,glutaredoxin family protein,29,29,1.0,1,93,,,,240,243,242.89655172413794,MNDJGCBO_02163,BAEMFPOL_02164,IFBJDBIC_00843,IHDAGAJE_01306,JLHCMBLP_01465,AGJPCOND_02034,GAGKCNGK_01950,HPNOPOKD_00902,MPMPHDIC_00628,COKKGDBG_00744,OFMFJDLO_01491,EPECPEML_01937,BCPKOOPG_02132,MHAMJDNJ_01932,MHMDHDMK_02096,GOOOCOCF_01713,DOCAKEAD_01936,DFDDJIAG_02074,BIHKHIPM_00900,IDHDBNGA_02047,FABEFEHK_02045,LBJDDPHL_02143,KHKEEPKC_01886,KOIPOHFF_01801,BENEEMDG_00040,AKMLPEBN_00371,OPLPGAAK_01357,FIBDHPGH_00259,JFPKKDNC_00975
group_71,,1-phosphofructokinase family hexose kinase,29,29,1.0,1,90,,,,963,1095,989.7931034482758,MNDJGCBO_00229,BAEMFPOL_01068,IFBJDBIC_00270,IHDAGAJE_00204,JLHCMBLP_00180,AGJPCOND_00670,GAGKCNGK_00097,HPNOPOKD_00741,MPMPHDIC_00153,COKKGDBG_00260,OFMFJDLO_00098,EPECPEML_00635,BCPKOOPG_01827,MHAMJDNJ_00774,MHMDHDMK_00073,GOOOCOCF_00102,DOCAKEAD_00280,DFDDJIAG_00638,BIHKHIPM_00169,IDHDBNGA_00689,FABEFEHK_00046,LBJDDPHL_00248,KHKEEPKC_01252,KOIPOHFF_00727,BENEEMDG_01139,AKMLPEBN_01679,OPLPGAAK_00087,FIBDHPGH_01458,JFPKKDNC_00113
ptsP~~~ptsP_1,ptsP;ptsP_1,phosphoenolpyruvate--protein phosphotransferase,29,29,1.0,1,89,,,,1689,1689,1689.0,MNDJGCBO_00230,BAEMFPOL_01069,IFBJDBIC_00269,IHDAGAJE_00205,JLHCMBLP_00181,AGJPCOND_00671,GAGKCNGK_00096,HPNOPOKD_00742,MPMPHDIC_00152,COKKGDBG_00259,OFMFJDLO_00099,EPECPEML_00636,BCPKOOPG_01826,MHAMJDNJ_00775,MHMDHDMK_00074,GOOOCOCF_00101,DOCAKEAD_00279,DFDDJIAG_00637,BIHKHIPM_00168,IDHDBNGA_00688,FABEFEHK_00047,LBJDDPHL_00249,KHKEEPKC_01253,KOIPOHFF_00726,BENEEMDG_01138,AKMLPEBN_01680,OPLPGAAK_00086,FIBDHPGH_01459,JFPKKDNC_00114
rlmN,rlmN,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,29,29,1.0,1,88,,,,1113,1125,1115.0689655172414,MNDJGCBO_00154,BAEMFPOL_01895,IFBJDBIC_00349,IHDAGAJE_00130,JLHCMBLP_00105,AGJPCOND_00594,GAGKCNGK_00171,HPNOPOKD_00353,MPMPHDIC_00230,COKKGDBG_00334,OFMFJDLO_00024,EPECPEML_00557,BCPKOOPG_00544,MHAMJDNJ_00698,MHMDHDMK_01418,GOOOCOCF_00177,DOCAKEAD_00354,DFDDJIAG_00714,BIHKHIPM_01375,IDHDBNGA_01088,FABEFEHK_01810,LBJDDPHL_00426,KHKEEPKC_01183,KOIPOHFF_00814,BENEEMDG_01216,AKMLPEBN_01603,OPLPGAAK_00164,FIBDHPGH_01382,JFPKKDNC_00035
group_70,,TetR/AcrR family transcriptional regulator,29,29,1.0,1,87,,,,576,576,576.0,MNDJGCBO_01528,BAEMFPOL_01708,IFBJDBIC_00101,IHDAGAJE_00772,JLHCMBLP_00355,AGJPCOND_01074,GAGKCNGK_00735,HPNOPOKD_01655,MPMPHDIC_02336,COKKGDBG_00099,OFMFJDLO_00259,EPECPEML_01372,BCPKOOPG_00785,MHAMJDNJ_00944,MHMDHDMK_00244,GOOOCOCF_01527,DOCAKEAD_00423,DFDDJIAG_01355,BIHKHIPM_00009,IDHDBNGA_00830,FABEFEHK_00206,LBJDDPHL_00409,KHKEEPKC_01411,KOIPOHFF_00569,BENEEMDG_00975,AKMLPEBN_01844,OPLPGAAK_02293,FIBDHPGH_01650,JFPKKDNC_00294
group_69,,transglycosylase family protein,29,30,1.0344827586206897,1,86,,,,228,330,326.6,MNDJGCBO_00179,BAEMFPOL_01016,IFBJDBIC_00324,IHDAGAJE_00154,JLHCMBLP_00129,AGJPCOND_00618,GAGKCNGK_00147,HPNOPOKD_00691,MPMPHDIC_00205;MPMPHDIC_02385,COKKGDBG_00310,OFMFJDLO_00048,EPECPEML_00582,BCPKOOPG_00568,MHAMJDNJ_00722,MHMDHDMK_00022,GOOOCOCF_00153,DOCAKEAD_00330,DFDDJIAG_00690,BIHKHIPM_01351,IDHDBNGA_00742,FABEFEHK_02127,LBJDDPHL_02106,KHKEEPKC_01202,KOIPOHFF_00790,BENEEMDG_01192,AKMLPEBN_01627,OPLPGAAK_00140,FIBDHPGH_01406,JFPKKDNC_00060
purS,purS,phosphoribosylformylglycinamidine synthase subunit PurS,29,29,1.0,1,85,,,,243,243,243.0,MNDJGCBO_01667,BAEMFPOL_00861,IFBJDBIC_00526,IHDAGAJE_01089,JLHCMBLP_00908,AGJPCOND_02264,GAGKCNGK_02228,HPNOPOKD_01205,MPMPHDIC_01253,COKKGDBG_01333,OFMFJDLO_00791,EPECPEML_01503,BCPKOOPG_01974,MHAMJDNJ_01080,MHMDHDMK_00842,GOOOCOCF_01471,DOCAKEAD_00609,DFDDJIAG_01217,BIHKHIPM_01176,IDHDBNGA_01208,FABEFEHK_01047,LBJDDPHL_01171,KHKEEPKC_00729,KOIPOHFF_00112,BENEEMDG_01732,AKMLPEBN_02080,OPLPGAAK_00690,FIBDHPGH_00887,JFPKKDNC_01712
group_68,,glutamate--cysteine ligase,29,29,1.0,1,84,,,,1137,1140,1137.103448275862,MNDJGCBO_01350,BAEMFPOL_00778,IFBJDBIC_00616,IHDAGAJE_01177,JLHCMBLP_01969,AGJPCOND_01474,GAGKCNGK_01714,HPNOPOKD_01116,MPMPHDIC_01170,COKKGDBG_01233,OFMFJDLO_00692,EPECPEML_02268,BCPKOOPG_01040,MHAMJDNJ_01171,MHMDHDMK_00759,GOOOCOCF_01387,DOCAKEAD_00700,DFDDJIAG_01130,BIHKHIPM_01546,IDHDBNGA_01126,FABEFEHK_02080,LBJDDPHL_01260,KHKEEPKC_00641,KOIPOHFF_00020,BENEEMDG_01817,AKMLPEBN_01987,OPLPGAAK_00779,FIBDHPGH_00801,JFPKKDNC_01624
group_67,,sulfite exporter TauE/SafE family protein,29,29,1.0,1,83,,,,1020,1071,1060.551724137931,MNDJGCBO_01890,BAEMFPOL_00468,IFBJDBIC_01890,IHDAGAJE_00988,JLHCMBLP_00995,AGJPCOND_00686,GAGKCNGK_00448,HPNOPOKD_02107,MPMPHDIC_01600,COKKGDBG_02003,OFMFJDLO_00662,EPECPEML_00976,BCPKOOPG_00664,MHAMJDNJ_01628,MHMDHDMK_00579,GOOOCOCF_00452,DOCAKEAD_00783,DFDDJIAG_02119,BIHKHIPM_00795,IDHDBNGA_01537,FABEFEHK_00363,LBJDDPHL_01030,KHKEEPKC_02212,KOIPOHFF_02047,BENEEMDG_00362,AKMLPEBN_00619,OPLPGAAK_01675,FIBDHPGH_02254,JFPKKDNC_01527
group_65,,methylenetetrahydrofolate reductase,29,29,1.0,1,81,,,,933,933,933.0,MNDJGCBO_00626,BAEMFPOL_01659,IFBJDBIC_01454,IHDAGAJE_02202,JLHCMBLP_02187,AGJPCOND_01365,GAGKCNGK_01533,HPNOPOKD_01498,MPMPHDIC_01764,COKKGDBG_01492,OFMFJDLO_01431,EPECPEML_01795,BCPKOOPG_01013,MHAMJDNJ_01466,MHMDHDMK_01999,GOOOCOCF_01055,DOCAKEAD_02172,DFDDJIAG_01289,BIHKHIPM_01633,IDHDBNGA_01578,FABEFEHK_01722,LBJDDPHL_02225,KHKEEPKC_01612,KOIPOHFF_00224,BENEEMDG_02104,AKMLPEBN_00747,OPLPGAAK_01113,FIBDHPGH_00547,JFPKKDNC_01775
group_64,,AAA family ATPase,29,29,1.0,1,80,,,,2226,2259,2227.137931034483,MNDJGCBO_02006,BAEMFPOL_01959,IFBJDBIC_01369,IHDAGAJE_01206,JLHCMBLP_00534,AGJPCOND_00377,GAGKCNGK_02239,HPNOPOKD_02180,MPMPHDIC_01322,COKKGDBG_01742,OFMFJDLO_01053,EPECPEML_00374,BCPKOOPG_00021,MHAMJDNJ_01724,MHMDHDMK_01612,GOOOCOCF_00930,DOCAKEAD_00227,DFDDJIAG_00967,BIHKHIPM_01448,IDHDBNGA_01894,FABEFEHK_01513,LBJDDPHL_00192,KHKEEPKC_00429,KOIPOHFF_01559,BENEEMDG_00841,AKMLPEBN_00253,OPLPGAAK_02165,FIBDHPGH_01772,JFPKKDNC_02005
otsB,otsB,trehalose-phosphatase,29,29,1.0,1,79,,,,759,795,782.2758620689655,MNDJGCBO_01421,BAEMFPOL_00842,IFBJDBIC_00545,IHDAGAJE_01107,JLHCMBLP_00930,AGJPCOND_01409,GAGKCNGK_01780,HPNOPOKD_01188,MPMPHDIC_01236,COKKGDBG_01305,OFMFJDLO_00762,EPECPEML_01522,BCPKOOPG_01115,MHAMJDNJ_01101,MHMDHDMK_00824,GOOOCOCF_01453,DOCAKEAD_00627,DFDDJIAG_01195,BIHKHIPM_01158,IDHDBNGA_01190,FABEFEHK_01067,LBJDDPHL_01189,KHKEEPKC_00711,KOIPOHFF_00084,BENEEMDG_01751,AKMLPEBN_02060,OPLPGAAK_00710,FIBDHPGH_00865,JFPKKDNC_01694
group_62,,DNA-directed RNA polymerase subunit beta',29,29,1.0,1,76,,,,3996,3996,3996.0,MNDJGCBO_01216,BAEMFPOL_02233,IFBJDBIC_01783,IHDAGAJE_02054,JLHCMBLP_02198,AGJPCOND_01798,GAGKCNGK_01888,HPNOPOKD_00621,MPMPHDIC_00562,COKKGDBG_01878,OFMFJDLO_02183,EPECPEML_00729,BCPKOOPG_01801,MHAMJDNJ_00244,MHMDHDMK_01007,GOOOCOCF_00736,DOCAKEAD_02142,DFDDJIAG_02286,BIHKHIPM_01527,IDHDBNGA_01877,FABEFEHK_01855,LBJDDPHL_00751,KHKEEPKC_01964,KOIPOHFF_01208,BENEEMDG_00111,AKMLPEBN_00991,OPLPGAAK_01422,FIBDHPGH_00198,JFPKKDNC_00917
group_60,,NUDIX domain-containing protein,29,29,1.0,1,74,,,,828,828,828.0,MNDJGCBO_02239,BAEMFPOL_00061,IFBJDBIC_01225,IHDAGAJE_00610,JLHCMBLP_01184,AGJPCOND_00275,GAGKCNGK_02021,HPNOPOKD_01943,MPMPHDIC_01419,COKKGDBG_00861,OFMFJDLO_01282,EPECPEML_00275,BCPKOOPG_00131,MHAMJDNJ_00411,MHMDHDMK_00719,GOOOCOCF_00832,DOCAKEAD_00129,DFDDJIAG_00308,BIHKHIPM_00603,IDHDBNGA_00325,FABEFEHK_00661,LBJDDPHL_00097,KHKEEPKC_00330,KOIPOHFF_01460,BENEEMDG_00743,AKMLPEBN_00154,OPLPGAAK_02071,FIBDHPGH_01870,JFPKKDNC_00454
group_52,,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,29,29,1.0,1,66,,,,1272,1272,1272.0,MNDJGCBO_00452,BAEMFPOL_01570,IFBJDBIC_02092,IHDAGAJE_02166,JLHCMBLP_01897,AGJPCOND_01921,GAGKCNGK_01364,HPNOPOKD_01001,MPMPHDIC_00728,COKKGDBG_00625,OFMFJDLO_02024,EPECPEML_02234,BCPKOOPG_01528,MHAMJDNJ_02267,MHMDHDMK_02082,GOOOCOCF_02079,DOCAKEAD_01615,DFDDJIAG_01543,BIHKHIPM_01816,IDHDBNGA_02200,FABEFEHK_01214,LBJDDPHL_02068,KHKEEPKC_01777,KOIPOHFF_01596,BENEEMDG_02252,AKMLPEBN_00542,OPLPGAAK_01250,FIBDHPGH_00414,JFPKKDNC_01079
group_51,,ABC transporter ATP-binding protein,29,29,1.0,1,65,,,,819,822,821.8965517241379,MNDJGCBO_02238,BAEMFPOL_00062,IFBJDBIC_01224,IHDAGAJE_00609,JLHCMBLP_01185,AGJPCOND_00274,GAGKCNGK_02022,HPNOPOKD_01944,MPMPHDIC_01420,COKKGDBG_00860,OFMFJDLO_01281,EPECPEML_00274,BCPKOOPG_00132,MHAMJDNJ_00410,MHMDHDMK_00718,GOOOCOCF_00831,DOCAKEAD_00128,DFDDJIAG_00307,BIHKHIPM_00602,IDHDBNGA_00324,FABEFEHK_00662,LBJDDPHL_00096,KHKEEPKC_00329,KOIPOHFF_01459,BENEEMDG_00742,AKMLPEBN_00153,OPLPGAAK_02070,FIBDHPGH_01871,JFPKKDNC_00455
group_40,,4-hydroxy-tetrahydrodipicolinate reductase,29,29,1.0,1,52,,,,747,747,747.0,MNDJGCBO_00197,BAEMFPOL_01036,IFBJDBIC_00303,IHDAGAJE_00172,JLHCMBLP_00148,AGJPCOND_00638,GAGKCNGK_00129,HPNOPOKD_00709,MPMPHDIC_00186,COKKGDBG_00292,OFMFJDLO_00066,EPECPEML_00603,BCPKOOPG_00588,MHAMJDNJ_00742,MHMDHDMK_00041,GOOOCOCF_00134,DOCAKEAD_00312,DFDDJIAG_00670,BIHKHIPM_00201,IDHDBNGA_00722,FABEFEHK_00014,LBJDDPHL_00216,KHKEEPKC_01220,KOIPOHFF_00770,BENEEMDG_01171,AKMLPEBN_01647,OPLPGAAK_00119,FIBDHPGH_01426,JFPKKDNC_00081
amn,amn,AMP nucleosidase,29,29,1.0,1,49,,,,1404,1452,1408.9655172413793,MNDJGCBO_00554,BAEMFPOL_01851,IFBJDBIC_01405,IHDAGAJE_01786,JLHCMBLP_02117,AGJPCOND_02054,GAGKCNGK_01274,HPNOPOKD_01092,MPMPHDIC_02214,COKKGDBG_01553,OFMFJDLO_01813,EPECPEML_02033,BCPKOOPG_01862,MHAMJDNJ_02244,MHMDHDMK_01677,GOOOCOCF_01097,DOCAKEAD_01023,DFDDJIAG_01232,BIHKHIPM_01248,IDHDBNGA_01614,FABEFEHK_01384,LBJDDPHL_01864,KHKEEPKC_01652,KOIPOHFF_01004,BENEEMDG_02156,AKMLPEBN_00806,OPLPGAAK_01160,FIBDHPGH_00512,JFPKKDNC_02333
group_37,,triacylglycerol lipase,29,29,1.0,1,48,,,,990,1014,990.8275862068965,MNDJGCBO_00562,BAEMFPOL_01854,IFBJDBIC_01408,IHDAGAJE_01777,JLHCMBLP_02120,AGJPCOND_02051,GAGKCNGK_01271,HPNOPOKD_02373,MPMPHDIC_01810,COKKGDBG_01543,OFMFJDLO_01472,EPECPEML_01851,BCPKOOPG_01871,MHAMJDNJ_02240,MHMDHDMK_01674,GOOOCOCF_01094,DOCAKEAD_01020,DFDDJIAG_01235,BIHKHIPM_01254,IDHDBNGA_01611,FABEFEHK_01389,LBJDDPHL_01873,KHKEEPKC_01651,KOIPOHFF_01014,BENEEMDG_02154,AKMLPEBN_00797,OPLPGAAK_01152,FIBDHPGH_00515,JFPKKDNC_01720
uvrA,uvrA,excinuclease ABC subunit UvrA,29,29,1.0,1,42,,,,2841,2850,2849.689655172414,MNDJGCBO_02009,BAEMFPOL_01962,IFBJDBIC_01372,IHDAGAJE_01203,JLHCMBLP_00531,AGJPCOND_00380,GAGKCNGK_02242,HPNOPOKD_02183,MPMPHDIC_01319,COKKGDBG_01745,OFMFJDLO_01056,EPECPEML_00377,BCPKOOPG_00018,MHAMJDNJ_01721,MHMDHDMK_01609,GOOOCOCF_00933,DOCAKEAD_00230,DFDDJIAG_00970,BIHKHIPM_01451,IDHDBNGA_01897,FABEFEHK_01510,LBJDDPHL_00195,KHKEEPKC_00432,KOIPOHFF_01562,BENEEMDG_00844,AKMLPEBN_00256,OPLPGAAK_02168,FIBDHPGH_01769,JFPKKDNC_02002
group_27,,hypothetical protein,29,29,1.0,1,35,,,,120,129,128.3793103448276,MNDJGCBO_00530,BAEMFPOL_01503,IFBJDBIC_01684,IHDAGAJE_01906,JLHCMBLP_01831,AGJPCOND_01897,GAGKCNGK_01292,HPNOPOKD_01071,MPMPHDIC_01939,COKKGDBG_02269,OFMFJDLO_01792,EPECPEML_02002,BCPKOOPG_01596,MHAMJDNJ_01995,MHMDHDMK_01700,GOOOCOCF_01117,DOCAKEAD_01054,DFDDJIAG_01619,BIHKHIPM_01218,IDHDBNGA_01823,FABEFEHK_01357,LBJDDPHL_01844,KHKEEPKC_01671,KOIPOHFF_00201,BENEEMDG_02176,AKMLPEBN_00474,OPLPGAAK_01180,FIBDHPGH_00484,JFPKKDNC_02072
group_18,,Ppx/GppA family phosphatase,29,29,1.0,1,26,,,,846,930,848.8965517241379,MNDJGCBO_02169,BAEMFPOL_02170,IFBJDBIC_00837,IHDAGAJE_01312,JLHCMBLP_01471,AGJPCOND_02028,GAGKCNGK_01956,HPNOPOKD_00908,MPMPHDIC_00634,COKKGDBG_00737,OFMFJDLO_01497,EPECPEML_01931,BCPKOOPG_02138,MHAMJDNJ_01926,MHMDHDMK_02102,GOOOCOCF_01719,DOCAKEAD_01942,DFDDJIAG_02080,BIHKHIPM_00894,IDHDBNGA_02053,FABEFEHK_02051,LBJDDPHL_02137,KHKEEPKC_01879,KOIPOHFF_01795,BENEEMDG_00034,AKMLPEBN_00365,OPLPGAAK_01351,FIBDHPGH_00265,JFPKKDNC_00981
nrdI_1~~~nrdI_2,nrdI_1;nrdI_2,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,29,29,1.0,1,25,,,,432,432,432.0,MNDJGCBO_00856,BAEMFPOL_02275,IFBJDBIC_01619,IHDAGAJE_01821,JLHCMBLP_02010,AGJPCOND_02232,GAGKCNGK_00993,HPNOPOKD_01917,MPMPHDIC_00758,COKKGDBG_01783,OFMFJDLO_01083,EPECPEML_02054,BCPKOOPG_00224,MHAMJDNJ_00490,MHMDHDMK_00445,GOOOCOCF_02253,DOCAKEAD_01811,DFDDJIAG_01780,BIHKHIPM_01740,IDHDBNGA_00219,FABEFEHK_01942,LBJDDPHL_01976,KHKEEPKC_00790,KOIPOHFF_01682,BENEEMDG_01669,AKMLPEBN_01010,OPLPGAAK_00617,FIBDHPGH_00951,JFPKKDNC_01284
group_16,,hypothetical protein,29,31,1.0689655172413792,1,23,,,,117,471,322.16129032258067,MNDJGCBO_00196,BAEMFPOL_01035,IFBJDBIC_00304,IHDAGAJE_00171,JLHCMBLP_00147,AGJPCOND_00637,GAGKCNGK_00130,HPNOPOKD_00708,MPMPHDIC_00187,COKKGDBG_00293,OFMFJDLO_00065,EPECPEML_00602,BCPKOOPG_00587,MHAMJDNJ_00741,MHMDHDMK_00040,GOOOCOCF_00135;GOOOCOCF_00136,DOCAKEAD_00313,DFDDJIAG_00671,BIHKHIPM_00202,IDHDBNGA_00723,FABEFEHK_00013,LBJDDPHL_00215,KHKEEPKC_01219,KOIPOHFF_00771,BENEEMDG_01173;BENEEMDG_01172,AKMLPEBN_01646,OPLPGAAK_00120,FIBDHPGH_01425,JFPKKDNC_00080
group_10,,hydrogen peroxide-inducible genes activator,29,29,1.0,1,16,,,,945,948,945.1034482758621,MNDJGCBO_00236,BAEMFPOL_01076,IFBJDBIC_00263,IHDAGAJE_00212,JLHCMBLP_00188,AGJPCOND_02153,GAGKCNGK_00090,HPNOPOKD_00748,MPMPHDIC_00146,COKKGDBG_00252,OFMFJDLO_00105,EPECPEML_00642,BCPKOOPG_01820,MHAMJDNJ_00781,MHMDHDMK_00081,GOOOCOCF_00094,DOCAKEAD_00272,DFDDJIAG_00630,BIHKHIPM_00161,IDHDBNGA_00681,FABEFEHK_00054,LBJDDPHL_00256,KHKEEPKC_01260,KOIPOHFF_00720,BENEEMDG_01131,AKMLPEBN_01687,OPLPGAAK_00079,FIBDHPGH_01466,JFPKKDNC_00120
aroQ,aroQ,type II 3-dehydroquinate dehydratase,29,29,1.0,1,15,,,,429,429,429.0,MNDJGCBO_00322,BAEMFPOL_01154,IFBJDBIC_00168,IHDAGAJE_00837,JLHCMBLP_00275,AGJPCOND_01009,GAGKCNGK_00001,HPNOPOKD_00834,MPMPHDIC_00057,COKKGDBG_00164,OFMFJDLO_00194,EPECPEML_01305,BCPKOOPG_00850,MHAMJDNJ_00877,MHMDHDMK_00179,GOOOCOCF_00003,DOCAKEAD_00505,DFDDJIAG_01420,BIHKHIPM_00074,IDHDBNGA_00594,FABEFEHK_00141,LBJDDPHL_00344,KHKEEPKC_01346,KOIPOHFF_00634,BENEEMDG_01044,AKMLPEBN_01909,OPLPGAAK_02358,FIBDHPGH_01581,JFPKKDNC_00227
group_8,,HAD-IB family hydrolase,29,29,1.0,1,13,,,,1038,1038,1038.0,MNDJGCBO_02164,BAEMFPOL_02165,IFBJDBIC_00842,IHDAGAJE_01307,JLHCMBLP_01466,AGJPCOND_02033,GAGKCNGK_01951,HPNOPOKD_00903,MPMPHDIC_00629,COKKGDBG_00743,OFMFJDLO_01492,EPECPEML_01936,BCPKOOPG_02133,MHAMJDNJ_01931,MHMDHDMK_02097,GOOOCOCF_01714,DOCAKEAD_01937,DFDDJIAG_02075,BIHKHIPM_00899,IDHDBNGA_02048,FABEFEHK_02046,LBJDDPHL_02142,KHKEEPKC_01885,KOIPOHFF_01800,BENEEMDG_00039,AKMLPEBN_00370,OPLPGAAK_01356,FIBDHPGH_00260,JFPKKDNC_00976
group_6,,suppressor of fused domain protein,29,29,1.0,1,11,,,,363,597,530.1724137931035,MNDJGCBO_00451,BAEMFPOL_01571,IFBJDBIC_02091,IHDAGAJE_02167,JLHCMBLP_01896,AGJPCOND_01920,GAGKCNGK_01365,HPNOPOKD_01000,MPMPHDIC_00727,COKKGDBG_00626,OFMFJDLO_02023,EPECPEML_02235,BCPKOOPG_01527,MHAMJDNJ_02266,MHMDHDMK_02081,GOOOCOCF_02080,DOCAKEAD_01614,DFDDJIAG_01542,BIHKHIPM_01817,IDHDBNGA_02201,FABEFEHK_01213,LBJDDPHL_02069,KHKEEPKC_01778,KOIPOHFF_01595,BENEEMDG_02253,AKMLPEBN_00543,OPLPGAAK_01251,FIBDHPGH_00413,JFPKKDNC_01078
group_3,,NAD-dependent protein deacetylase,29,29,1.0,1,7,,,,789,924,919.3448275862069,MNDJGCBO_00563,BAEMFPOL_01855,IFBJDBIC_01409,IHDAGAJE_01776,JLHCMBLP_02121,AGJPCOND_02050,GAGKCNGK_01270,HPNOPOKD_02374,MPMPHDIC_01809,COKKGDBG_01542,OFMFJDLO_01471,EPECPEML_01850,BCPKOOPG_01872,MHAMJDNJ_02239,MHMDHDMK_01673,GOOOCOCF_01093,DOCAKEAD_01019,DFDDJIAG_01236,BIHKHIPM_01255,IDHDBNGA_01610,FABEFEHK_01390,LBJDDPHL_01874,KHKEEPKC_01650,KOIPOHFF_01015,BENEEMDG_02153,AKMLPEBN_00796,OPLPGAAK_01151,FIBDHPGH_00516,JFPKKDNC_01721
